sample,submission_id,status
"s = input ( ) 
 a = "" "" 
 for i in range ( len ( s ) ) : 
 if s [ i ] = = "" 0 "" : 
 a + = "" 0 "" 
 elif s [ i ] = = "" 1 "" : 
 a + = "" 1 "" 
 elif s [ i ] = = "" b "" : 
 a = a [ : len ( a ) - 1 ] 
 print ( a )",s396470667,"92    Accepted
Name: status, dtype: object"
"key = list ( input ( ) ) 
 
 text = [ ] 
 
 while len ( key ) > 0 : 
 t = key . pop ( 0 ) 
 if t = = 'b' and len ( text ) < = 0 : 
 pass 
 elif t = = 'b' and len ( text ) > 0 : 
 text . pop ( ) 
 elif t = = ' 0 ' : 
 text . append ( ' 0 ' ) 
 elif t = = ' 1 ' : 
 text . append ( ' 1 ' ) 
 
 print ( '' . join ( text ) )",s398789414,"68    Accepted
Name: status, dtype: object"
"ans = [ ] 
 for s in input ( ) : 
 if s = = 'b' : 
 ans = ans [ : - 1 ] 
 else : 
 ans + = s 
 print ( * ans , sep = '' )",s399465245,"110    Accepted
Name: status, dtype: object"
"s = input ( ) 
 ans = "" "" 
 for ss in s : 
 if ss = = "" b "" : 
 ans = ans [ : - 1 ] 
 else : 
 ans + = ss 
 print ( ans )",s409658785,"13    Accepted
Name: status, dtype: object"
"# ! / usr / bin / env python 3 
 # - * - coding : utf - 8 - * - 
 
 
 def main ( ) : 
 s = list ( input ( ) ) 
 reslut = [ ] 
 for s in s : 
 if s = = 'b' and len ( reslut ) = = 0 : 
 continue 
 elif s = = 'b' : 
 reslut . pop ( ) 
 else : 
 reslut . append ( s ) 
 print ( '' . join ( reslut ) ) 
 
 
 if _ _ name _ _ = = "" _ _ main _ _ "" : 
 main ( ) 
",s430889704,"91    Accepted
Name: status, dtype: object"
"input _ list = input ( ) 
 out _ list = list ( ) 
 for i in range ( len ( input _ list ) ) : 
 if input _ list [ i ] = = "" 0 "" : 
 out _ list . append ( ' 0 ' ) 
 i + = 1 
 elif input _ list [ i ] = = "" 1 "" : 
 out _ list . append ( ' 1 ' ) 
 i + = 1 
 else : 
 if not len ( out _ list ) = = 0 : 
 out _ list . pop ( ) 
 for j in out _ list : 
 print ( j , end = "" "" )",s444225883,"119    Accepted
Name: status, dtype: object"
"s = list ( input ( ) ) 
 
 ans = "" "" 
 
 while s : 
 a = s . pop ( 0 ) 
 if a = = "" b "" and len ( ans ) > 0 : 
 ans = ans [ : - 1 ] 
 elif a ! = "" b "" : 
 ans + = a 
 print ( ans )",s450229786,"82    Accepted
Name: status, dtype: object"
"s = input ( ) 
 a = [ ] 
 for i in s : 
 if i = = ' 0 ' : 
 a . append ( i ) 
 elif i = = ' 1 ' : 
 a . append ( i ) 
 else : 
 if len ( a ) ! = 0 : 
 a . pop ( - 1 ) 
 print ( '' . join ( a ) )",s450506252,"122    Accepted
Name: status, dtype: object"
"string = input ( ) 
 ans = "" "" 
 for x in string : 
 if x ! = "" b "" : 
 ans + = x 
 else : 
 ans = ans [ : - 1 ] 
 print ( ans )",s455367147,"184    Accepted
Name: status, dtype: object"
"a = input ( ) 
 
 ans = '' 
 
 for c in a : 
 if c = = ' 0 ' or c = = ' 1 ' : 
 ans + = c 
 elif 'b' : 
 ans = ans [ 0 : len ( ans ) - 1 ] 
 
 print ( ans ) 
",s457923260,"85    Accepted
Name: status, dtype: object"
"import sys 
 
 input = sys . stdin . readline 
 
 
 def main ( ) : 
 s = input ( ) . rstrip ( ) 
 ans = "" "" 
 for i in range ( len ( s ) ) : 
 if s [ i ] in [ "" 0 "" , "" 1 "" ] : 
 ans + = s [ i ] 
 else : 
 ans = ans [ : - 1 ] 
 
 print ( ans ) 
 
 
 if _ _ name _ _ = = "" _ _ main _ _ "" : 
 main ( ) 
",s463934272,"55    Accepted
Name: status, dtype: object"
"s = input ( ) 
 b = [ ] 
 
 for i in s : 
 if i ! = 'b' : 
 b . append ( i ) 
 elif b : 
 b . pop ( ) 
 
 print ( '' . join ( b ) )",s475507104,"117    Accepted
Name: status, dtype: object"
"s = input ( ) 
 ans = "" "" 
 for i in range ( len ( s ) ) : 
 	 if s [ i ] = = "" 0 "" : 
 	 	 ans + = "" 0 "" 
 	 elif s [ i ] = = "" 1 "" : 
 	 	 ans + = "" 1 "" 
 	 elif ans = = "" "" : 
 	 	 pass 
 	 else : 
 	 	 ans = ans [ : - 1 ] 
 print ( ans ) 
",s486036272,"163    Accepted
Name: status, dtype: object"
"s = input ( ) 
 ans = '' 
 
 for i in s : 
 if i = = ' 0 ' : 
 ans + = ' 0 ' 
 elif i = = ' 1 ' : 
 ans + = ' 1 ' 
 elif i = = 'b' and s ! = '' : 
 ans = ans [ 0 : len ( ans ) - 1 ] 
 
 print ( ans )",s491204179,"48    Accepted
Name: status, dtype: object"
"s = list ( input ( ) ) 
 
 ans = [ ] 
 for i in s : 
 if i ! = 'b' : 
 ans . append ( i ) 
 else : 
 if ans = = [ ] : 
 pass 
 else : 
 ans . pop ( ) 
 
 print ( * ans , sep = '' )",s495213939,"116    Accepted
Name: status, dtype: object"
"# 入力 
 a = input ( ) 
 # 空のリスト 
 ans = [ ] 
 for c in a : # cが 0 文字目からaまで 
 if c ! = "" b "" : # bでなければアペンド 
 ans . append ( c ) 
 else : 
 if len ( ans ) ! = 0 : ans . pop ( ) # bであってさらにリストがからでなければpop 
 
 print ( "" "" . join ( ans ) ) # listをくっつけた文字にできる",s506237050,"97    Accepted
Name: status, dtype: object"
"str = input ( ) 
 
 def solve ( ) : 
 res = "" "" 
 for c in str : 
 if c = = "" 0 "" : 
 res + = "" 0 "" 
 elif c = = "" 1 "" : 
 res + = "" 1 "" 
 elif c = = "" b "" : 
 if not len ( res ) = = 0 : 
 res = res [ : - 1 ] 
 
 return res 
 
 print ( solve ( ) ) 
",s507041582,"171    Accepted
Name: status, dtype: object"
"a = list ( input ( ) ) 
 b = [ ] 
 
 for i in a : 
 if i = = "" 0 "" : 
 b . append ( i ) 
 if i = = "" 1 "" : 
 b . append ( i ) 
 if i = = "" b "" : 
 if b ! = [ ] : 
 b . pop ( - 1 ) 
 for j in b : 
 print ( j , end = "" "" )",s513578275,"39    Accepted
Name: status, dtype: object"
"s = input ( ) 
 t = [ ] 
 
 for x in s : 
 if x = = "" 0 "" : 
 t . append ( "" 0 "" ) 
 elif x = = "" 1 "" : 
 t . append ( "" 1 "" ) 
 else : 
 if len ( t ) > 0 : 
 t . pop ( ) 
 print ( * t , sep = '' )",s517558245,"30    Accepted
Name: status, dtype: object"
"s = input ( ) 
 ans = "" "" 
 for c in s : 
 if c = = "" 1 "" : 
 ans + = "" 1 "" 
 elif c = = "" 0 "" : 
 ans + = "" 0 "" 
 else : 
 ans = ans [ : - 1 ] 
 print ( ans ) 
",s518516131,"175    Accepted
Name: status, dtype: object"
"from collections import deque 
 
 s = input ( ) 
 t = deque ( ) 
 
 for s in s : 
 if s = = 'b' and len ( t ) ! = 0 : 
 t . pop ( ) 
 elif s = = ' 1 ' or s = = ' 0 ' : 
 t . append ( s ) 
 print ( '' . join ( t ) ) 
",s529905748,"20    Accepted
Name: status, dtype: object"
"ans = '' 
 for c in input ( ) : 
 if c = = ' 0 ' : 
 ans + = ' 0 ' 
 elif c = = ' 1 ' : 
 ans + = ' 1 ' 
 elif ans ! = '' : 
 ans = ans [ : len ( ans ) - 1 ] 
 
 print ( ans ) 
",s536050873,"115    Accepted
Name: status, dtype: object"
"s = input ( ) 
 n = len ( s ) 
 ans = "" "" 
 for i in range ( n ) : 
 if s [ i ] = = "" 0 "" : 
 ans + = "" 0 "" 
 elif s [ i ] = = "" 1 "" : 
 ans + = "" 1 "" 
 else : 
 ans = ans [ : len ( ans ) - 1 ] 
 print ( ans ) 
",s545673317,"18    Accepted
Name: status, dtype: object"
"s = input ( ) 
 ans = '' 
 for i in range ( len ( s ) ) : 
 if s [ i ] = = ' 0 ' or s [ i ] = = ' 1 ' : 
 ans + = s [ i ] 
 elif s [ i ] = = 'b' : 
 ans = ans [ : - 1 ] 
 print ( ans ) 
",s547143226,"112    Accepted
Name: status, dtype: object"
"s = str ( input ( ) ) 
 res = "" "" 
 
 for i in range ( len ( s ) ) : 
 if s [ i ] = = "" 1 "" : 
 res + = "" 1 "" 
 elif s [ i ] = = "" 0 "" : 
 res + = "" 0 "" 
 else : 
 res = res [ : - 1 ] 
 
 print ( res )",s554851916,"56    Accepted
Name: status, dtype: object"
"s = input ( ) 
 a = '' 
 for c in s : 
 if c = = 'b' and len ( a ) ! = 0 : 
 a = a [ : - 1 ] 
 elif c = = 'b' : 
 continue 
 else : 
 a = a + c 
 print ( a )",s555889816,"73    Accepted
Name: status, dtype: object"
"inputs = input ( ) 
 answer = '' 
 
 for s in inputs : 
 if s = = ' 0 ' : 
 answer = answer + ' 0 ' 
 elif s = = ' 1 ' : 
 answer = answer + ' 1 ' 
 elif s = = 'b' and answer = = '' : 
 answer = answer + '' 
 elif s = = 'b' and answer ! = '' : 
 answer = answer [ : - 1 ] 
 print ( answer )",s556211567,"94    Accepted
Name: status, dtype: object"
"def main ( ) : 
 from collections import deque 
 s = list ( input ( ) ) 
 ans = deque ( [ ] ) 
 for i in s : 
 if i = = ' 0 ' : 
 ans . append ( ' 0 ' ) 
 elif i = = ' 1 ' : 
 ans . append ( ' 1 ' ) 
 else : 
 if len ( ans ) ! = 0 : 
 ans . pop ( ) 
 
 print ( '' . join ( ans ) ) 
 
 main ( )",s559849949,"26    Accepted
Name: status, dtype: object"
"s = list ( input ( ) ) 
 ans = list ( ) 
 for i in s : 
 if i = = "" 0 "" : 
 ans . append ( 0 ) 
 elif i = = "" 1 "" : 
 ans . append ( 1 ) 
 else : 
 try : 
 ans . pop ( - 1 ) 
 except : 
 pass 
 for i in ans : 
 print ( i , end = "" "" ) 
 print ( )",s565681582,"6    Accepted
Name: status, dtype: object"
"a = '' 
 for x in input ( ) : 
 if x = = 'b' : a = a [ : - 1 ] 
 else : a + = x 
 print ( a )",s566740373,"191    Accepted
Name: status, dtype: object"
"s = input ( ) 
 ans = [ ] 
 for i in range ( len ( s ) ) : 
 key = s [ i ] 
 if key = = "" b "" : 
 if ans : 
 ans . pop ( ) 
 else : 
 ans . append ( key ) 
 print ( "" "" . join ( ans ) )",s570251056,"59    Accepted
Name: status, dtype: object"
"s = input ( ) 
 display = [ ] 
 for key in s : 
 if key = = "" b "" : 
 if display ! = [ ] : 
 del display [ - 1 ] 
 else : 
 display . append ( key ) 
 print ( "" "" . join ( display ) )",s575372806,"159    Accepted
Name: status, dtype: object"
"s = input ( ) 
 s = s [ : : - 1 ] 
 
 b _ cnt = 0 
 ans = [ ] 
 for c in s : 
 if c = = "" b "" : 
 b _ cnt + = 1 
 elif b _ cnt = = 0 : 
 ans . append ( c ) 
 else : 
 b _ cnt - = 1 
 if b _ cnt < 0 : 
 b _ cnt = 0 
 ans . reverse ( ) 
 
 for c in ans : 
 print ( c , end = "" "" )",s583031723,"88    Accepted
Name: status, dtype: object"
"s = input ( ) 
 text = "" "" 
 
 for s in s : 
 if s = = "" 0 "" : 
 text + = "" 0 "" 
 elif s = = "" 1 "" : 
 text + = "" 1 "" 
 elif text and s = = "" b "" : 
 text = text [ : - 1 ] 
 print ( text ) 
",s591034937,"37    Accepted
Name: status, dtype: object"
"s = list ( input ( ) ) 
 ans = [ "" "" ] * 1 0 
 index = 0 
 for ss in s : 
 if ss ! = "" b "" : 
 ans [ index ] = ss 
 index + = 1 
 else : 
 ans [ index ] = "" "" 
 index = max ( 0 , index - 1 ) 
 ans [ index ] = "" "" 
 
 print ( "" "" . join ( ans ) )",s596388711,"192    Accepted
Name: status, dtype: object"
"s = input ( ) 
 ans = "" "" 
 for i in s : 
 if i = = "" b "" : 
 ans = ans [ 0 : - 1 ] 
 else : 
 ans + = i 
 print ( ans )",s605816827,"124    Accepted
Name: status, dtype: object"
"s = input ( ) 
 
 ans = "" "" 
 
 for i in range ( len ( s ) ) : 
 if s [ i ] = = 'b' : 
 if len ( ans ) > 0 : 
 ans = ans [ : - 1 ] 
 elif s [ i ] = = ' 0 ' : 
 ans = ans + "" 0 "" 
 elif s [ i ] = = ' 1 ' : 
 ans = ans + "" 1 "" 
 
 print ( ans )",s609594532,"190    Accepted
Name: status, dtype: object"
"s = input ( ) 
 w = [ ] 
 
 for i in s : 
 if i = = ' 0 ' : 
 w . append ( ' 0 ' ) 
 elif i = = ' 1 ' : 
 w . append ( ' 1 ' ) 
 else : 
 if w ! = [ ] : 
 w . pop ( ) 
 
 print ( '' . join ( w ) )",s614257663,"114    Accepted
Name: status, dtype: object"
"s = input ( ) 
 ans = '' 
 for i in range ( len ( s ) ) : 
 if s [ i ] = = ' 0 ' : 
 ans + = ' 0 ' 
 
 elif s [ i ] = = ' 1 ' : 
 ans + = ' 1 ' 
 
 else : 
 if ans ! = '' : 
 ans = ans [ : - 1 ] 
 
 print ( ans )",s621197122,"1    Accepted
Name: status, dtype: object"
"s = list ( input ( ) ) 
 
 ans = '' 
 for i in s : 
 if i = = ' 0 ' : 
 ans + = ' 0 ' 
 elif i = = ' 1 ' : 
 ans + = ' 1 ' 
 elif ans ! = '' : 
 ans = ans [ : len ( ans ) - 1 ] 
 
 print ( ans )",s622229246,"11    Accepted
Name: status, dtype: object"
"s = input ( ) 
 
 t = "" "" 
 for i in s : 
 if i = = ' 0 ' : 
 t + = ' 0 ' 
 elif i = = ' 1 ' : 
 t + = ' 1 ' 
 elif i = = 'b' and t ! = "" "" : 
 t = t [ : - 1 ] 
 else : 
 continue 
 
 print ( t )",s624565901,"53    Accepted
Name: status, dtype: object"
"s = input ( ) 
 ans = "" "" 
 for i in range ( len ( s ) ) : 
 if s [ i ] = = "" 0 "" : 
 ans + = "" 0 "" 
 elif s [ i ] = = "" 1 "" : 
 ans + = "" 1 "" 
 elif s [ i ] = = "" b "" : 
 ans = ans [ : - 1 ] 
 print ( ans ) 
",s624595025,"69    Accepted
Name: status, dtype: object"
"s = input ( ) 
 ans = [ ] 
 for i in range ( len ( s ) ) : 
 if s [ i ] = = ' 0 ' : 
 ans . append ( ' 0 ' ) 
 elif s [ i ] = = ' 1 ' : 
 ans . append ( ' 1 ' ) 
 elif len ( ans ) ! = 0 : 
 ans . pop ( - 1 ) 
 print ( '' . join ( ans ) ) 
 
",s630575832,"155    Accepted
Name: status, dtype: object"
"s _ list = list ( input ( ) ) 
 ans = [ ] 
 for s in s _ list : 
 if s = = ' 0 ' : 
 ans . append ( 0 ) 
 elif s = = ' 1 ' : 
 ans . append ( 1 ) 
 if s = = 'b' : 
 if len ( ans ) > 0 : 
 del ans [ - 1 ] 
 print ( '' . join ( map ( str , ans ) ) )",s642681208,"141    Accepted
Name: status, dtype: object"
"first _ str = input ( ) 
 
 input _ list = list ( first _ str ) 
 
 total _ list = list ( ) 
 
 for i in input _ list : 
 if i = = "" 0 "" : 
 total _ list . append ( "" 0 "" ) 
 
 elif i = = "" 1 "" : 
 total _ list . append ( "" 1 "" ) 
 
 else : 
 if not total _ list : 
 pass 
 else : 
 total _ list . pop ( - 1 ) 
 
 total = "" "" . join ( [ str ( _ ) for _ in total _ list ] ) 
 print ( total )",s646985956,"0    Accepted
Name: status, dtype: object"
"s = input ( ) 
 ans = "" "" 
 for i in s : 
 if ( i = = "" 0 "" or i = = "" 1 "" ) : 
 ans = ans + i 
 else : 
 ans = ans [ : - 1 ] 
 
 print ( ans )",s666038079,"65    Accepted
Name: status, dtype: object"
"def solve ( s ) : 
 l = [ ] 
 for c in s : 
 if c ! = 'b' : 
 l . append ( c ) 
 elif l : 
 l . pop ( ) 
 return '' . join ( l ) 
 
 _ s = input ( ) 
 print ( solve ( _ s ) )",s667862248,"93    Accepted
Name: status, dtype: object"
"s = input ( ) 
 stack = [ ] 
 
 for s in s : 
 if s = = "" b "" : 
 if not stack : 
 continue 
 else : 
 stack . pop ( ) 
 
 elif s = = "" 0 "" or s = = "" 1 "" : 
 stack . append ( s ) 
 
 
 print ( "" "" . join ( stack ) )",s680258104,"70    Accepted
Name: status, dtype: object"
"s = input ( ) 
 n = len ( s ) 
 
 ans = '' 
 
 for i in range ( n ) : 
 s 1 = s [ i ] 
 if s 1 = = ' 0 ' : 
 ans + = ' 0 ' 
 elif s 1 = = ' 1 ' : 
 ans + = ' 1 ' 
 else : 
 ans = ans [ : - 1 ] 
 
 print ( ans ) 
",s686042021,"19    Accepted
Name: status, dtype: object"
"s = input ( ) 
 a = [ ] 
 for i in list ( s ) : 
 if i = = 'b' : 
 if a = = [ ] : 
 a = = [ ] 
 else : 
 a . pop ( - 1 ) 
 else : 
 a . append ( i ) 
 b = '' . join ( a ) 
 print ( b ) 
",s691255531,"8    Accepted
Name: status, dtype: object"
"def main ( ) : 
 data = raw _ input ( ) 
 row = [ ] 
 for c in data : 
 if c = = "" b "" : 
 if len ( row ) : 
 row . pop ( ) 
 continue 
 row . append ( c ) 
 print ( '' . join ( row ) ) 
 
 main ( )",s698701028,"129    Accepted
Name: status, dtype: object"
"x = input ( ) 
 z = '' 
 
 for i in x : 
 if i = = ' 0 ' : 
 z = z + i 
 elif i = = ' 1 ' : 
 z = z + i 
 elif i = = 'b' : 
 z = z [ : - 1 ] 
 
 print ( z )",s701098815,"2    Accepted
Name: status, dtype: object"
"from collections import deque 
 s = deque ( list ( input ( ) ) ) 
 p = deque ( ) 
 for i in range ( len ( s ) ) : 
 w = s . popleft ( ) 
 if w = = "" 0 "" : 
 p . append ( "" 0 "" ) 
 elif w = = "" 1 "" : 
 p . append ( "" 1 "" ) 
 else : 
 if len ( p ) = = 0 : 
 continue 
 else : 
 p . pop ( ) 
 
 for i in range ( len ( p ) ) : 
 print ( p [ i ] , end = "" "" ) 
 
 
 
",s715117376,"50    Accepted
Name: status, dtype: object"
"from collections import deque 
 s = deque ( input ( ) ) 
 ans = "" "" 
 while s : 
 t = s . popleft ( ) 
 if t = = "" 0 "" : 
 ans = ans + "" 0 "" 
 elif t = = "" 1 "" : 
 ans = ans + "" 1 "" 
 elif t = = "" b "" : 
 if len ( ans ) > 0 : 
 ans = ans [ : - 1 ] 
 print ( ans )",s727798836,"35    Accepted
Name: status, dtype: object"
"s = input ( ) 
 ans = [ ] 
 for _ in s : 
 if _ = = 'b' : 
 if len ( ans ) ! = 0 : 
 ans . pop ( ) 
 else : 
 ans . append ( _ ) 
 print ( * ans , sep = '' )",s742186958,"60    Accepted
Name: status, dtype: object"
"s = input ( ) 
 
 t = "" "" 
 for i in range ( len ( s ) ) : 
 if s [ i ] = = "" b "" : 
 if t ! = "" "" : 
 t = t [ : - 1 ] 
 else : 
 t + = s [ i ] 
 print ( t ) 
",s746546334,"135    Accepted
Name: status, dtype: object"
"import sys , re 
 from collections import deque , defaultdict , counter 
 from math import ceil , sqrt , hypot , factorial , pi , sin , cos , tan , asin , acos , atan , radians , degrees , log 2 
 from itertools import accumulate , permutations , combinations , combinations _ with _ replacement , product , groupby 
 from operator import itemgetter , mul 
 from copy import deepcopy 
 from string import ascii _ lowercase , ascii _ uppercase , digits 
 from bisect import bisect , bisect _ left 
 from fractions import gcd 
 from heapq import heappush , heappop 
 from functools import reduce 
 def input ( ) : return sys . stdin . readline ( ) . strip ( ) 
 def int ( ) : return int ( input ( ) ) 
 def map ( ) : return map ( int , input ( ) . split ( ) ) 
 def list ( ) : return list ( map ( int , input ( ) . split ( ) ) ) 
 def zip ( n ) : return zip ( * ( map ( ) for _ in range ( n ) ) ) 
 sys . setrecursionlimit ( 1 0 * * 9 ) 
 inf = float ( 'inf' ) 
 mod = 1 0 * * 9 + 7 
 
 s = input ( ) 
 
 ans = [ ] 
 for i in range ( len ( s ) ) : 
 	 if s [ i ] ! = "" b "" : 
 	 	 ans . append ( s [ i ] ) 
 	 else : 
 	 	 if ans ! = [ ] : 
 	 	 	 del ans [ - 1 ] 
 
 print ( "" "" . join ( ans ) )",s774366062,"44    Accepted
Name: status, dtype: object"
"s = str ( input ( ) ) 
 ans = '' 
 for i in range ( len ( s ) ) : 
 if s [ i ] = = 'b' : 
 ans = ans [ : - 1 ] 
 else : 
 ans + = s [ i ] 
 print ( ans )",s778207887,"170    Accepted
Name: status, dtype: object"
"s = input ( ) 
 
 ans = '' 
 for i in range ( len ( s ) ) : 
 if s [ i ] = = 'b' : 
 if len ( ans ) > 0 : 
 ans = ans [ : - 1 ] 
 else : 
 ans + = s [ i ] 
 print ( ans ) 
",s799298944,"140    Accepted
Name: status, dtype: object"
"# / usr / bin / python 3 
 # - * - coding : utf - 8 - * - 
 from queue import queue 
 from queue import lifoqueue as stack 
 from math import sqrt , floor , ceil , log 2 
 from fractions import gcd 
 from itertools import permutations , combinations 
 from operator import itemgetter 
 from functools import cmp _ to _ key 
 
 
 
 _ _ mod _ _ = ( 1 0 * * 9 ) + 7 
 yn = 'yneos' 
 judge = false 
 cnt = 0 
 ans = none 
 
 
 def lcm ( a , b ) : 
 return ( a * b ) / / gcd ( a , b ) 
 
 def intinput ( ) : 
 return int ( input ( ) ) 
 
 def mulinputs ( ) : 
 return map ( int , input ( ) . split ( ) ) 
 
 def lineinputs ( func = intinput ) : 
 datas = [ ] 
 while true : 
 try : 
 datas . append ( func ( ) ) 
 except eoferror : 
 break 
 return datas 
 
 class modint ( ) : 
 def _ _ init _ _ ( self , x ) : 
 self . _ _ x = ( x % _ _ mod _ _ ) 
 def _ _ add _ _ ( self , other ) : 
 if type ( other ) = = int : 
 other = self . _ _ class _ _ ( other ) 
 return int ( self . _ _ class _ _ ( ( self . _ _ x + other . _ _ x ) % _ _ mod _ _ ) ) 
 elif type ( other ) = = modint : 
 return self . _ _ class _ _ ( ( self . _ _ x + other . _ _ x ) % _ _ mod _ _ ) 
 else : 
 raise exception ( "" not int or not modint "" ) 
 def _ _ sub _ _ ( self , other ) : 
 if type ( other ) = = int : 
 other = self . _ _ class _ _ ( other ) 
 return int ( self . _ _ class _ _ ( ( self . _ _ x - other . _ _ x ) % _ _ mod _ _ ) ) 
 elif type ( other ) = = modint : 
 return self . _ _ class _ _ ( ( self . _ _ x - other . _ _ x ) % _ _ mod _ _ ) 
 else : 
 raise exception ( "" not int or not modint "" ) 
 def _ _ mul _ _ ( self , other ) : 
 if type ( other ) = = int : 
 other = self . _ _ class _ _ ( other ) 
 return int ( self . _ _ class _ _ ( ( self . _ _ x * other . _ _ x ) % _ _ mod _ _ ) ) 
 elif type ( other ) = = modint : 
 return self . _ _ class _ _ ( ( self . _ _ x * other . _ _ x ) % _ _ mod _ _ ) 
 else : 
 raise exception ( "" not int or not modint "" ) 
 def _ _ truediv _ _ ( self , other ) : 
 if type ( other ) = = int : 
 other = self . _ _ class _ _ ( other ) 
 return int ( self . _ _ class _ _ ( ( self . _ _ x * other . _ _ modinv ( ) ) % _ _ mod _ _ ) ) 
 elif type ( other ) = = modint : 
 return self . _ _ class _ _ ( ( self . _ _ x * other . _ _ modinv ( ) ) % _ _ mod _ _ ) 
 else : 
 raise exception ( "" not int or not modint "" ) 
 def _ _ pow _ _ ( self , other ) : 
 if type ( other ) = = int : 
 other = self . _ _ class _ _ ( other ) 
 return int ( self . _ _ class _ _ ( pow ( self . _ _ x , other . _ _ x , _ _ mod _ _ ) ) ) 
 elif type ( other ) = = modint : 
 return self . _ _ class _ _ ( pow ( self . _ _ x , other . _ _ x , _ _ mod _ _ ) ) 
 else : 
 raise exception ( "" not int or not modint "" ) 
 def _ _ modinv ( self , m = _ _ mod _ _ ) : 
 a = self . _ _ x 
 if a = = 0 : 
 raise zerodivisionerror ( ) 
 if gcd ( a , m ) ! = 1 : 
 raise exception ( "" % sの逆数は求まりません。 "" % a ) 
 b , u , v = m , 1 , 0 
 while b ! = 0 : 
 t = a / / b ; 
 a - = t * b 
 a , b = b , a 
 u - = t * v 
 u , v = v , u 
 u % = m 
 if u < 0 : 
 u + = m 
 return u 
 def _ _ int _ _ ( self ) : 
 return self . _ _ x 
 
 
 
 if _ _ name _ _ = = ' _ _ main _ _ ' : 
 s = input ( ) 
 
 stk = stack ( ) 
 # ret , i = '' , 0 
 # while i < len ( s ) : 
 # if s [ i ] = = 'b' : 
 # if i < = 1 : 
 # ret = '' 
 # else : 
 # ret = ret [ : i - 1 ] + ret [ i + 1 : ] 
 # else : 
 # ret + = s [ i ] 
 # i + = 1 
 for s in s : 
 if s = = 'b' : 
 if stk . empty ( ) : 
 pass 
 else : 
 stk . get ( ) 
 else : 
 stk . put ( s ) 
 
 ret = '' 
 while not stk . empty ( ) : 
 ret + = stk . get ( ) 
 # 出力 
 print ( ret [ : : - 1 ] ) 
 
 
 
 # eof",s800921354,"72    Accepted
Name: status, dtype: object"
"ans = [ ] 
 s = list ( input ( ) ) 
 for i in s : 
 if i = = "" 0 "" : 
 ans . append ( "" 0 "" ) 
 elif i = = "" 1 "" : 
 ans . append ( "" 1 "" ) 
 else : 
 if len ( ans ) > 0 : 
 ans . pop ( ) 
 print ( '' . join ( ans ) )",s814206002,"168    Accepted
Name: status, dtype: object"
"s = input ( ) 
 
 ans = "" "" 
 
 for i in s : 
 if i = = "" 0 "" : 
 ans + = i 
 elif i = = "" 1 "" : 
 ans + = i 
 else : 
 if ans : 
 ans = ans [ : - 1 ] 
 
 print ( ans )",s814244260,"101    Accepted
Name: status, dtype: object"
