X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
4,2,2,1,1,1,18,3,78,8,77
2,2,1,1,1,18,3,78,8,77,3
2,1,1,1,18,3,78,8,77,3,32
1,1,1,18,3,78,8,77,3,32,4
1,1,18,3,78,8,77,3,32,4,4
1,18,3,78,8,77,3,32,4,4,1
18,3,78,8,77,3,32,4,4,1,1
0,0,0,0,0,0,0,0,0,0,98
0,0,0,0,0,0,0,0,0,98,5
0,0,0,0,0,0,0,0,98,5,23
0,0,0,0,0,0,0,98,5,23,3
0,0,0,0,0,0,98,5,23,3,19
0,0,0,0,0,98,5,23,3,19,3
0,0,0,0,98,5,23,3,19,3,1
0,0,0,98,5,23,3,19,3,1,4
0,0,98,5,23,3,19,3,1,4,4
0,98,5,23,3,19,3,1,4,4,2
98,5,23,3,19,3,1,4,4,2,31
5,23,3,19,3,1,4,4,2,31,5
23,3,19,3,1,4,4,2,31,5,1
3,19,3,1,4,4,2,31,5,1,2
19,3,1,4,4,2,31,5,1,2,148
3,1,4,4,2,31,5,1,2,148,5
1,4,4,2,31,5,1,2,148,5,50
4,4,2,31,5,1,2,148,5,50,3
4,2,31,5,1,2,148,5,50,3,27
2,31,5,1,2,148,5,50,3,27,4
31,5,1,2,148,5,50,3,27,4,2
5,1,2,148,5,50,3,27,4,2,70
1,2,148,5,50,3,27,4,2,70,148
2,148,5,50,3,27,4,2,70,148,1
148,5,50,3,27,4,2,70,148,1,9
5,50,3,27,4,2,70,148,1,9,86
50,3,27,4,2,70,148,1,9,86,148
3,27,4,2,70,148,1,9,86,148,1
27,4,2,70,148,1,9,86,148,1,16
4,2,70,148,1,9,86,148,1,16,6
2,70,148,1,9,86,148,1,16,6,2
70,148,1,9,86,148,1,16,6,2,1
148,1,9,86,148,1,16,6,2,1,26
1,9,86,148,1,16,6,2,1,26,98
9,86,148,1,16,6,2,1,26,98,1
86,148,1,16,6,2,1,26,98,1,16
148,1,16,6,2,1,26,98,1,16,56
1,16,6,2,1,26,98,1,16,56,98
16,6,2,1,26,98,1,16,56,98,1
6,2,1,26,98,1,16,56,98,1,9
2,1,26,98,1,16,56,98,1,9,56
1,26,98,1,16,56,98,1,9,56,98
26,98,1,16,56,98,1,9,56,98,1
98,1,16,56,98,1,9,56,98,1,31
1,16,56,98,1,9,56,98,1,31,6
16,56,98,1,9,56,98,1,31,6,2
56,98,1,9,56,98,1,31,6,2,1
98,1,9,56,98,1,31,6,2,1,18
1,9,56,98,1,31,6,2,1,18,3
9,56,98,1,31,6,2,1,18,3,27
56,98,1,31,6,2,1,18,3,27,4
98,1,31,6,2,1,18,3,27,4,2
1,31,6,2,1,18,3,27,4,2,1
31,6,2,1,18,3,27,4,2,1,58
6,2,1,18,3,27,4,2,1,58,98
2,1,18,3,27,4,2,1,58,98,1
1,18,3,27,4,2,1,58,98,1,16
18,3,27,4,2,1,58,98,1,16,6
3,27,4,2,1,58,98,1,16,6,2
27,4,2,1,58,98,1,16,6,2,1
4,2,1,58,98,1,16,6,2,1,18
2,1,58,98,1,16,6,2,1,18,3
1,58,98,1,16,6,2,1,18,3,27
58,98,1,16,6,2,1,18,3,27,5
98,1,16,6,2,1,18,3,27,5,16
1,16,6,2,1,18,3,27,5,16,4
16,6,2,1,18,3,27,5,16,4,2
6,2,1,18,3,27,5,16,4,2,1
2,1,18,3,27,5,16,4,2,1,58
1,18,3,27,5,16,4,2,1,58,98
18,3,27,5,16,4,2,1,58,98,1
3,27,5,16,4,2,1,58,98,1,9
27,5,16,4,2,1,58,98,1,9,6
5,16,4,2,1,58,98,1,9,6,2
16,4,2,1,58,98,1,9,6,2,1
4,2,1,58,98,1,9,6,2,1,18
2,1,58,98,1,9,6,2,1,18,3
1,58,98,1,9,6,2,1,18,3,27
58,98,1,9,6,2,1,18,3,27,5
98,1,9,6,2,1,18,3,27,5,9
1,9,6,2,1,18,3,27,5,9,4
9,6,2,1,18,3,27,5,9,4,2
6,2,1,18,3,27,5,9,4,2,1
2,1,18,3,27,5,9,4,2,1,39
1,18,3,27,5,9,4,2,1,39,6
18,3,27,5,9,4,2,1,39,6,2
3,27,5,9,4,2,1,39,6,2,1
27,5,9,4,2,1,39,6,2,1,18
5,9,4,2,1,39,6,2,1,18,3
9,4,2,1,39,6,2,1,18,3,27
4,2,1,39,6,2,1,18,3,27,5
2,1,39,6,2,1,18,3,27,5,31
1,39,6,2,1,18,3,27,5,31,4
39,6,2,1,18,3,27,5,31,4,2
6,2,1,18,3,27,5,31,4,2,1
2,1,18,3,27,5,31,4,2,1,1
1,18,3,27,5,31,4,2,1,1,1
0,0,0,0,0,0,0,0,0,0,48
0,0,0,0,0,0,0,0,0,48,213
0,0,0,0,0,0,0,0,48,213,2
0,0,0,0,0,0,0,48,213,2,168
0,0,0,0,0,0,48,213,2,168,5
0,0,0,0,0,48,213,2,168,5,19
0,0,0,0,48,213,2,168,5,19,3
0,0,0,48,213,2,168,5,19,3,4
0,0,48,213,2,168,5,19,3,4,2
0,48,213,2,168,5,19,3,4,2,1
48,213,2,168,5,19,3,4,2,1,5
213,2,168,5,19,3,4,2,1,5,23
2,168,5,19,3,4,2,1,5,23,3
168,5,19,3,4,2,1,5,23,3,213
5,19,3,4,2,1,5,23,3,213,8
19,3,4,2,1,5,23,3,213,8,250
3,4,2,1,5,23,3,213,8,250,3
4,2,1,5,23,3,213,8,250,3,1
2,1,5,23,3,213,8,250,3,1,7
1,5,23,3,213,8,250,3,1,7,78
5,23,3,213,8,250,3,1,7,78,7
23,3,213,8,250,3,1,7,78,7,168
3,213,8,250,3,1,7,78,7,168,4
213,8,250,3,1,7,78,7,168,4,4
8,250,3,1,7,78,7,168,4,4,2
250,3,1,7,78,7,168,4,4,2,29
3,1,7,78,7,168,4,4,2,29,10
1,7,78,7,168,4,4,2,29,10,28
7,78,7,168,4,4,2,29,10,28,40
78,7,168,4,4,2,29,10,28,40,3
7,168,4,4,2,29,10,28,40,3,1
168,4,4,2,29,10,28,40,3,1,4
4,4,2,29,10,28,40,3,1,4,6
4,2,29,10,28,40,3,1,4,6,2
2,29,10,28,40,3,1,4,6,2,1
29,10,28,40,3,1,4,6,2,1,168
10,28,40,3,1,4,6,2,1,168,5
28,40,3,1,4,6,2,1,168,5,213
40,3,1,4,6,2,1,168,5,213,8
3,1,4,6,2,1,168,5,213,8,250
1,4,6,2,1,168,5,213,8,250,3
4,6,2,1,168,5,213,8,250,3,1
6,2,1,168,5,213,8,250,3,1,7
2,1,168,5,213,8,250,3,1,7,78
1,168,5,213,8,250,3,1,7,78,7
168,5,213,8,250,3,1,7,78,7,168
5,213,8,250,3,1,7,78,7,168,7
213,8,250,3,1,7,78,7,168,7,9
8,250,3,1,7,78,7,168,7,9,4
250,3,1,7,78,7,168,7,9,4,2
3,1,7,78,7,168,7,9,4,2,1
1,7,78,7,168,7,9,4,2,1,18
7,78,7,168,7,9,4,2,1,18,3
78,7,168,7,9,4,2,1,18,3,168
7,168,7,9,4,2,1,18,3,168,4
168,7,9,4,2,1,18,3,168,4,1
7,9,4,2,1,18,3,168,4,1,1
0,0,0,0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,0,0,15,5
0,0,0,0,0,0,0,0,15,5,19
0,0,0,0,0,0,0,15,5,19,3
0,0,0,0,0,0,15,5,19,3,4
0,0,0,0,0,15,5,19,3,4,2
0,0,0,0,15,5,19,3,4,2,120
0,0,0,15,5,19,3,4,2,120,5
0,0,15,5,19,3,4,2,120,5,13
0,15,5,19,3,4,2,120,5,13,14
15,5,19,3,4,2,120,5,13,14,2
5,19,3,4,2,120,5,13,14,2,410
19,3,4,2,120,5,13,14,2,410,5
3,4,2,120,5,13,14,2,410,5,16
4,2,120,5,13,14,2,410,5,16,2
2,120,5,13,14,2,410,5,16,2,29
120,5,13,14,2,410,5,16,2,29,17
5,13,14,2,410,5,16,2,29,17,28
13,14,2,410,5,16,2,29,17,28,15
14,2,410,5,16,2,29,17,28,15,6
2,410,5,16,2,29,17,28,15,6,2
410,5,16,2,29,17,28,15,6,2,1
5,16,2,29,17,28,15,6,2,1,26
16,2,29,17,28,15,6,2,1,26,3
2,29,17,28,15,6,2,1,26,3,17
29,17,28,15,6,2,1,26,3,17,1
17,28,15,6,2,1,26,3,17,1,1
28,15,6,2,1,26,3,17,1,1,4
15,6,2,1,26,3,17,1,1,4,86
6,2,1,26,3,17,1,1,4,86,3
2,1,26,3,17,1,1,4,86,3,17
1,26,3,17,1,1,4,86,3,17,1
26,3,17,1,1,4,86,3,17,1,1
3,17,1,1,4,86,3,17,1,1,4
17,1,1,4,86,3,17,1,1,4,6
1,1,4,86,3,17,1,1,4,6,2
1,4,86,3,17,1,1,4,6,2,1
4,86,3,17,1,1,4,6,2,1,120
86,3,17,1,1,4,6,2,1,120,8
3,17,1,1,4,6,2,1,120,8,55
17,1,1,4,6,2,1,120,8,55,3
1,1,4,6,2,1,120,8,55,3,17
1,4,6,2,1,120,8,55,3,17,4
4,6,2,1,120,8,55,3,17,4,2
6,2,1,120,8,55,3,17,4,2,410
2,1,120,8,55,3,17,4,2,410,1
1,120,8,55,3,17,4,2,410,1,9
120,8,55,3,17,4,2,410,1,9,2
8,55,3,17,4,2,410,1,9,2,1
55,3,17,4,2,410,1,9,2,1,39
3,17,4,2,410,1,9,2,1,39,6
17,4,2,410,1,9,2,1,39,6,2
4,2,410,1,9,2,1,39,6,2,1
2,410,1,9,2,1,39,6,2,1,26
410,1,9,2,1,39,6,2,1,26,410
1,9,2,1,39,6,2,1,26,410,60
9,2,1,39,6,2,1,26,410,60,16
2,1,39,6,2,1,26,410,60,16,6
1,39,6,2,1,26,410,60,16,6,2
39,6,2,1,26,410,60,16,6,2,1
6,2,1,26,410,60,16,6,2,1,120
2,1,26,410,60,16,6,2,1,120,8
1,26,410,60,16,6,2,1,120,8,102
26,410,60,16,6,2,1,120,8,102,3
410,60,16,6,2,1,120,8,102,3,4
60,16,6,2,1,120,8,102,3,4,2
16,6,2,1,120,8,102,3,4,2,410
6,2,1,120,8,102,3,4,2,410,1
2,1,120,8,102,3,4,2,410,1,9
1,120,8,102,3,4,2,410,1,9,2
120,8,102,3,4,2,410,1,9,2,2
8,102,3,4,2,410,1,9,2,2,1
102,3,4,2,410,1,9,2,2,1,1
3,4,2,410,1,9,2,2,1,1,1
4,2,410,1,9,2,2,1,1,1,29
2,410,1,9,2,2,1,1,1,29,17
410,1,9,2,2,1,1,1,29,17,28
1,9,2,2,1,1,1,29,17,28,120
9,2,2,1,1,1,29,17,28,120,6
2,2,1,1,1,29,17,28,120,6,2
2,1,1,1,29,17,28,120,6,2,1
1,1,1,29,17,28,120,6,2,1,18
1,1,29,17,28,120,6,2,1,18,3
1,29,17,28,120,6,2,1,18,3,17
29,17,28,120,6,2,1,18,3,17,7
17,28,120,6,2,1,18,3,17,7,100
28,120,6,2,1,18,3,17,7,100,5
120,6,2,1,18,3,17,7,100,5,1
6,2,1,18,3,17,7,100,5,1,4
2,1,18,3,17,7,100,5,1,4,2
1,18,3,17,7,100,5,1,4,2,1
18,3,17,7,100,5,1,4,2,1,1
0,0,0,0,0,0,0,0,0,0,27
0,0,0,0,0,0,0,0,0,27,5
0,0,0,0,0,0,0,0,27,5,45
0,0,0,0,0,0,0,27,5,45,3
0,0,0,0,0,0,27,5,45,3,19
0,0,0,0,0,27,5,45,3,19,3
0,0,0,0,27,5,45,3,19,3,4
0,0,0,27,5,45,3,19,3,4,4
0,0,27,5,45,3,19,3,4,4,2
0,27,5,45,3,19,3,4,4,2,11
27,5,45,3,19,3,4,4,2,11,5
5,45,3,19,3,4,4,2,11,5,13
45,3,19,3,4,4,2,11,5,13,14
3,19,3,4,4,2,11,5,13,14,2
19,3,4,4,2,11,5,13,14,2,29
3,4,4,2,11,5,13,14,2,29,17
4,4,2,11,5,13,14,2,29,17,28
4,2,11,5,13,14,2,29,17,28,40
2,11,5,13,14,2,29,17,28,40,3
11,5,13,14,2,29,17,28,40,3,50
5,13,14,2,29,17,28,40,3,50,3
13,14,2,29,17,28,40,3,50,3,27
14,2,29,17,28,40,3,50,3,27,4
2,29,17,28,40,3,50,3,27,4,4
29,17,28,40,3,50,3,27,4,4,6
17,28,40,3,50,3,27,4,4,6,2
28,40,3,50,3,27,4,4,6,2,1
40,3,50,3,27,4,4,6,2,1,26
3,50,3,27,4,4,6,2,1,26,27
50,3,27,4,4,6,2,1,26,27,13
3,27,4,4,6,2,1,26,27,13,17
27,4,4,6,2,1,26,27,13,17,14
4,4,6,2,1,26,27,13,17,14,1
4,6,2,1,26,27,13,17,14,1,1
6,2,1,26,27,13,17,14,1,1,86
2,1,26,27,13,17,14,1,1,86,27
1,26,27,13,17,14,1,1,86,27,13
26,27,13,17,14,1,1,86,27,13,17
27,13,17,14,1,1,86,27,13,17,14
13,17,14,1,1,86,27,13,17,14,1
17,14,1,1,86,27,13,17,14,1,1
14,1,1,86,27,13,17,14,1,1,6
1,1,86,27,13,17,14,1,1,6,2
1,86,27,13,17,14,1,1,6,2,1
86,27,13,17,14,1,1,6,2,1,11
27,13,17,14,1,1,6,2,1,11,8
13,17,14,1,1,6,2,1,11,8,55
17,14,1,1,6,2,1,11,8,55,3
14,1,1,6,2,1,11,8,55,3,27
1,1,6,2,1,11,8,55,3,27,13
1,6,2,1,11,8,55,3,27,13,17
6,2,1,11,8,55,3,27,13,17,14
2,1,11,8,55,3,27,13,17,14,4
1,11,8,55,3,27,13,17,14,4,2
11,8,55,3,27,13,17,14,4,2,1
8,55,3,27,13,17,14,4,2,1,58
55,3,27,13,17,14,4,2,1,58,50
3,27,13,17,14,4,2,1,58,50,3
27,13,17,14,4,2,1,58,50,3,11
13,17,14,4,2,1,58,50,3,11,4
17,14,4,2,1,58,50,3,11,4,60
14,4,2,1,58,50,3,11,4,60,16
4,2,1,58,50,3,11,4,60,16,6
2,1,58,50,3,11,4,60,16,6,2
1,58,50,3,11,4,60,16,6,2,1
58,50,3,11,4,60,16,6,2,1,160
50,3,11,4,60,16,6,2,1,160,11
3,11,4,60,16,6,2,1,160,11,13
11,4,60,16,6,2,1,160,11,13,50
4,60,16,6,2,1,160,11,13,50,3
60,16,6,2,1,160,11,13,50,3,11
16,6,2,1,160,11,13,50,3,11,4
6,2,1,160,11,13,50,3,11,4,30
2,1,160,11,13,50,3,11,4,30,9
1,160,11,13,50,3,11,4,30,9,14
160,11,13,50,3,11,4,30,9,14,2
11,13,50,3,11,4,30,9,14,2,2
13,50,3,11,4,30,9,14,2,2,1
50,3,11,4,30,9,14,2,2,1,1
3,11,4,30,9,14,2,2,1,1,18
11,4,30,9,14,2,2,1,1,18,3
4,30,9,14,2,2,1,1,18,3,78
30,9,14,2,2,1,1,18,3,78,8
9,14,2,2,1,1,18,3,78,8,77
14,2,2,1,1,18,3,78,8,77,3
2,2,1,1,18,3,78,8,77,3,11
2,1,1,18,3,78,8,77,3,11,4
1,1,18,3,78,8,77,3,11,4,4
1,18,3,78,8,77,3,11,4,4,2
18,3,78,8,77,3,11,4,4,2,1
0,0,0,0,0,0,0,0,0,0,48
0,0,0,0,0,0,0,0,0,48,131
0,0,0,0,0,0,0,0,48,131,2
0,0,0,0,0,0,0,48,131,2,2
0,0,0,0,0,0,48,131,2,2,1
0,0,0,0,0,48,131,2,2,1,5
0,0,0,0,48,131,2,2,1,5,19
0,0,0,48,131,2,2,1,5,19,3
0,0,48,131,2,2,1,5,19,3,4
0,48,131,2,2,1,5,19,3,4,2
48,131,2,2,1,5,19,3,4,2,1
131,2,2,1,5,19,3,4,2,1,5
2,2,1,5,19,3,4,2,1,5,50
2,1,5,19,3,4,2,1,5,50,3
1,5,19,3,4,2,1,5,50,3,1
5,19,3,4,2,1,5,50,3,1,4
19,3,4,2,1,5,50,3,1,4,2
3,4,2,1,5,50,3,1,4,2,1
4,2,1,5,50,3,1,4,2,1,5
2,1,5,50,3,1,4,2,1,5,131
1,5,50,3,1,4,2,1,5,131,8
5,50,3,1,4,2,1,5,131,8,158
50,3,1,4,2,1,5,131,8,158,3
3,1,4,2,1,5,131,8,158,3,13
1,4,2,1,5,131,8,158,3,13,14
4,2,1,5,131,8,158,3,13,14,4
2,1,5,131,8,158,3,13,14,4,2
1,5,131,8,158,3,13,14,4,2,2
5,131,8,158,3,13,14,4,2,2,29
131,8,158,3,13,14,4,2,2,29,17
8,158,3,13,14,4,2,2,29,17,28
158,3,13,14,4,2,2,29,17,28,40
3,13,14,4,2,2,29,17,28,40,3
13,14,4,2,2,29,17,28,40,3,1
14,4,2,2,29,17,28,40,3,1,4
4,2,2,29,17,28,40,3,1,4,6
2,2,29,17,28,40,3,1,4,6,2
2,29,17,28,40,3,1,4,6,2,1
29,17,28,40,3,1,4,6,2,1,26
17,28,40,3,1,4,6,2,1,26,1
28,40,3,1,4,6,2,1,26,1,13
40,3,1,4,6,2,1,26,1,13,17
3,1,4,6,2,1,26,1,13,17,14
1,4,6,2,1,26,1,13,17,14,1
4,6,2,1,26,1,13,17,14,1,1
6,2,1,26,1,13,17,14,1,1,6
2,1,26,1,13,17,14,1,1,6,2
1,26,1,13,17,14,1,1,6,2,1
26,1,13,17,14,1,1,6,2,1,1
1,13,17,14,1,1,6,2,1,1,8
13,17,14,1,1,6,2,1,1,8,102
17,14,1,1,6,2,1,1,8,102,3
14,1,1,6,2,1,1,8,102,3,4
1,1,6,2,1,1,8,102,3,4,2
1,6,2,1,1,8,102,3,4,2,1
6,2,1,1,8,102,3,4,2,1,39
2,1,1,8,102,3,4,2,1,39,6
1,1,8,102,3,4,2,1,39,6,2
1,8,102,3,4,2,1,39,6,2,1
8,102,3,4,2,1,39,6,2,1,1
102,3,4,2,1,39,6,2,1,1,8
3,4,2,1,39,6,2,1,1,8,55
4,2,1,39,6,2,1,1,8,55,3
2,1,39,6,2,1,1,8,55,3,1
1,39,6,2,1,1,8,55,3,1,13
39,6,2,1,1,8,55,3,1,13,17
6,2,1,1,8,55,3,1,13,17,14
2,1,1,8,55,3,1,13,17,14,4
1,1,8,55,3,1,13,17,14,4,2
1,8,55,3,1,13,17,14,4,2,2
8,55,3,1,13,17,14,4,2,2,1
55,3,1,13,17,14,4,2,2,1,1
3,1,13,17,14,4,2,2,1,1,18
1,13,17,14,4,2,2,1,1,18,3
13,17,14,4,2,2,1,1,18,3,1
17,14,4,2,2,1,1,18,3,1,8
14,4,2,2,1,1,18,3,1,8,77
4,2,2,1,1,18,3,1,8,77,3
2,2,1,1,18,3,1,8,77,3,45
2,1,1,18,3,1,8,77,3,45,3
1,1,18,3,1,8,77,3,45,3,1
1,18,3,1,8,77,3,45,3,1,4
18,3,1,8,77,3,45,3,1,4,4
3,1,8,77,3,45,3,1,4,4,4
1,8,77,3,45,3,1,4,4,4,1
8,77,3,45,3,1,4,4,4,1,1
0,0,0,0,0,0,0,0,0,0,34
0,0,0,0,0,0,0,0,0,34,5
0,0,0,0,0,0,0,0,34,5,13
0,0,0,0,0,0,0,34,5,13,14
0,0,0,0,0,0,34,5,13,14,2
0,0,0,0,0,34,5,13,14,2,27
0,0,0,0,34,5,13,14,2,27,5
0,0,0,34,5,13,14,2,27,5,45
0,0,34,5,13,14,2,27,5,45,3
0,34,5,13,14,2,27,5,45,3,19
34,5,13,14,2,27,5,45,3,19,3
5,13,14,2,27,5,45,3,19,3,4
13,14,2,27,5,45,3,19,3,4,4
14,2,27,5,45,3,19,3,4,4,2
2,27,5,45,3,19,3,4,4,2,29
27,5,45,3,19,3,4,4,2,29,17
5,45,3,19,3,4,4,2,29,17,28
45,3,19,3,4,4,2,29,17,28,27
3,19,3,4,4,2,29,17,28,27,6
19,3,4,4,2,29,17,28,27,6,2
3,4,4,2,29,17,28,27,6,2,1
4,4,2,29,17,28,27,6,2,1,26
4,2,29,17,28,27,6,2,1,26,17
2,29,17,28,27,6,2,1,26,17,1
29,17,28,27,6,2,1,26,17,1,1
17,28,27,6,2,1,26,17,1,1,6
28,27,6,2,1,26,17,1,1,6,2
27,6,2,1,26,17,1,1,6,2,1
6,2,1,26,17,1,1,6,2,1,34
2,1,26,17,1,1,6,2,1,34,8
1,26,17,1,1,6,2,1,34,8,55
26,17,1,1,6,2,1,34,8,55,3
17,1,1,6,2,1,34,8,55,3,1
1,1,6,2,1,34,8,55,3,1,4
1,6,2,1,34,8,55,3,1,4,2
6,2,1,34,8,55,3,1,4,2,1
2,1,34,8,55,3,1,4,2,1,58
1,34,8,55,3,1,4,2,1,58,17
34,8,55,3,1,4,2,1,58,17,1
8,55,3,1,4,2,1,58,17,1,1
55,3,1,4,2,1,58,17,1,1,6
3,1,4,2,1,58,17,1,1,6,2
1,4,2,1,58,17,1,1,6,2,1
4,2,1,58,17,1,1,6,2,1,34
2,1,58,17,1,1,6,2,1,34,8
1,58,17,1,1,6,2,1,34,8,55
58,17,1,1,6,2,1,34,8,55,3
17,1,1,6,2,1,34,8,55,3,1
1,1,6,2,1,34,8,55,3,1,4
1,6,2,1,34,8,55,3,1,4,2
6,2,1,34,8,55,3,1,4,2,1
2,1,34,8,55,3,1,4,2,1,39
1,34,8,55,3,1,4,2,1,39,6
34,8,55,3,1,4,2,1,39,6,2
8,55,3,1,4,2,1,39,6,2,1
55,3,1,4,2,1,39,6,2,1,26
3,1,4,2,1,39,6,2,1,26,50
1,4,2,1,39,6,2,1,26,50,3
4,2,1,39,6,2,1,26,50,3,34
2,1,39,6,2,1,26,50,3,34,4
1,39,6,2,1,26,50,3,34,4,60
39,6,2,1,26,50,3,34,4,60,16
6,2,1,26,50,3,34,4,60,16,6
2,1,26,50,3,34,4,60,16,6,2
1,26,50,3,34,4,60,16,6,2,1
26,50,3,34,4,60,16,6,2,1,34
50,3,34,4,60,16,6,2,1,34,8
3,34,4,60,16,6,2,1,34,8,102
34,4,60,16,6,2,1,34,8,102,3
4,60,16,6,2,1,34,8,102,3,4
60,16,6,2,1,34,8,102,3,4,2
16,6,2,1,34,8,102,3,4,2,1
6,2,1,34,8,102,3,4,2,1,1
2,1,34,8,102,3,4,2,1,1,1
1,34,8,102,3,4,2,1,1,1,18
34,8,102,3,4,2,1,1,1,18,3
8,102,3,4,2,1,1,1,18,3,78
102,3,4,2,1,1,1,18,3,78,8
3,4,2,1,1,1,18,3,78,8,77
4,2,1,1,1,18,3,78,8,77,3
2,1,1,1,18,3,78,8,77,3,34
1,1,1,18,3,78,8,77,3,34,4
1,1,18,3,78,8,77,3,34,4,4
1,18,3,78,8,77,3,34,4,4,1
18,3,78,8,77,3,34,4,4,1,1
0,0,0,0,0,0,0,0,0,0,29
0,0,0,0,0,0,0,0,0,29,17
0,0,0,0,0,0,0,0,29,17,28
0,0,0,0,0,0,0,29,17,28,40
0,0,0,0,0,0,29,17,28,40,3
0,0,0,0,0,29,17,28,40,3,9
0,0,0,0,29,17,28,40,3,9,7
0,0,0,29,17,28,40,3,9,7,50
0,0,29,17,28,40,3,9,7,50,3
0,29,17,28,40,3,9,7,50,3,27
29,17,28,40,3,9,7,50,3,27,4
17,28,40,3,9,7,50,3,27,4,4
28,40,3,9,7,50,3,27,4,4,6
40,3,9,7,50,3,27,4,4,6,2
3,9,7,50,3,27,4,4,6,2,1
9,7,50,3,27,4,4,6,2,1,26
7,50,3,27,4,4,6,2,1,26,27
50,3,27,4,4,6,2,1,26,27,13
3,27,4,4,6,2,1,26,27,13,17
27,4,4,6,2,1,26,27,13,17,14
4,4,6,2,1,26,27,13,17,14,1
4,6,2,1,26,27,13,17,14,1,1
6,2,1,26,27,13,17,14,1,1,6
2,1,26,27,13,17,14,1,1,6,2
1,26,27,13,17,14,1,1,6,2,1
26,27,13,17,14,1,1,6,2,1,151
27,13,17,14,1,1,6,2,1,151,2
13,17,14,1,1,6,2,1,151,2,1
17,14,1,1,6,2,1,151,2,1,39
14,1,1,6,2,1,151,2,1,39,6
1,1,6,2,1,151,2,1,39,6,2
1,6,2,1,151,2,1,39,6,2,1
6,2,1,151,2,1,39,6,2,1,26
2,1,151,2,1,39,6,2,1,26,27
1,151,2,1,39,6,2,1,26,27,13
151,2,1,39,6,2,1,26,27,13,17
2,1,39,6,2,1,26,27,13,17,30
1,39,6,2,1,26,27,13,17,30,9
39,6,2,1,26,27,13,17,30,9,14
6,2,1,26,27,13,17,30,9,14,1
2,1,26,27,13,17,30,9,14,1,1
1,26,27,13,17,30,9,14,1,1,6
26,27,13,17,30,9,14,1,1,6,2
27,13,17,30,9,14,1,1,6,2,1
13,17,30,9,14,1,1,6,2,1,34
17,30,9,14,1,1,6,2,1,34,1
30,9,14,1,1,6,2,1,34,1,27
9,14,1,1,6,2,1,34,1,27,13
14,1,1,6,2,1,34,1,27,13,17
1,1,6,2,1,34,1,27,13,17,30
1,6,2,1,34,1,27,13,17,30,9
6,2,1,34,1,27,13,17,30,9,14
2,1,34,1,27,13,17,30,9,14,2
1,34,1,27,13,17,30,9,14,2,1
34,1,27,13,17,30,9,14,2,1,1
1,27,13,17,30,9,14,2,1,1,1
27,13,17,30,9,14,2,1,1,1,26
13,17,30,9,14,2,1,1,1,26,27
17,30,9,14,2,1,1,1,26,27,13
30,9,14,2,1,1,1,26,27,13,30
9,14,2,1,1,1,26,27,13,30,9
14,2,1,1,1,26,27,13,30,9,14
2,1,1,1,26,27,13,30,9,14,1
1,1,1,26,27,13,30,9,14,1,1
1,1,26,27,13,30,9,14,1,1,6
1,26,27,13,30,9,14,1,1,6,2
26,27,13,30,9,14,1,1,6,2,1
27,13,30,9,14,1,1,6,2,1,34
13,30,9,14,1,1,6,2,1,34,1
30,9,14,1,1,6,2,1,34,1,27
9,14,1,1,6,2,1,34,1,27,13
14,1,1,6,2,1,34,1,27,13,30
1,1,6,2,1,34,1,27,13,30,9
1,6,2,1,34,1,27,13,30,9,14
6,2,1,34,1,27,13,30,9,14,2
2,1,34,1,27,13,30,9,14,2,2
1,34,1,27,13,30,9,14,2,2,1
34,1,27,13,30,9,14,2,2,1,18
1,27,13,30,9,14,2,2,1,18,3
27,13,30,9,14,2,2,1,18,3,34
13,30,9,14,2,2,1,18,3,34,4
30,9,14,2,2,1,18,3,34,4,1
9,14,2,2,1,18,3,34,4,1,1
0,0,0,0,0,0,0,0,0,0,27
0,0,0,0,0,0,0,0,0,27,5
0,0,0,0,0,0,0,0,27,5,19
0,0,0,0,0,0,0,27,5,19,3
0,0,0,0,0,0,27,5,19,3,4
0,0,0,0,0,27,5,19,3,4,2
0,0,0,0,27,5,19,3,4,2,22
0,0,0,27,5,19,3,4,2,22,5
0,0,27,5,19,3,4,2,22,5,23
0,27,5,19,3,4,2,22,5,23,3
27,5,19,3,4,2,22,5,23,3,50
5,19,3,4,2,22,5,23,3,50,3
19,3,4,2,22,5,23,3,50,3,27
3,4,2,22,5,23,3,50,3,27,4
4,2,22,5,23,3,50,3,27,4,4
2,22,5,23,3,50,3,27,4,4,2
22,5,23,3,50,3,27,4,4,2,169
5,23,3,50,3,27,4,4,2,169,5
23,3,50,3,27,4,4,2,169,5,1
3,50,3,27,4,4,2,169,5,1,2
50,3,27,4,4,2,169,5,1,2,29
3,27,4,4,2,169,5,1,2,29,17
27,4,4,2,169,5,1,2,29,17,28
4,4,2,169,5,1,2,29,17,28,40
4,2,169,5,1,2,29,17,28,40,3
2,169,5,1,2,29,17,28,40,3,22
169,5,1,2,29,17,28,40,3,22,4
5,1,2,29,17,28,40,3,22,4,6
1,2,29,17,28,40,3,22,4,6,2
2,29,17,28,40,3,22,4,6,2,47
29,17,28,40,3,22,4,6,2,47,26
17,28,40,3,22,4,6,2,47,26,27
28,40,3,22,4,6,2,47,26,27,13
40,3,22,4,6,2,47,26,27,13,17
3,22,4,6,2,47,26,27,13,17,14
22,4,6,2,47,26,27,13,17,14,1
4,6,2,47,26,27,13,17,14,1,1
